# Frozen membership of integrated campaign receipts. campaign<TAB>slice
2026-07-read-path-01	txnkv-transaction-read-driver
2026-07-read-path-01	txnkv-write-conflict-table-key-diagnostics
2026-07-read-path-01	distsql-region-task-construction
2026-07-read-path-01	distsql-select-response-consumption
2026-07-read-path-01	executor-core-aggregate-runtime
2026-07-read-path-01	planner-executor-typed-join-runtime
2026-07-read-path-02	executor-max-min-aggregate-runtime
2026-07-read-path-02	planner-executor-right-natural-join-runtime
2026-07-read-path-02	txnkv-prefix-transaction-ops
2026-07-read-path-02	distsql-cop-paging-continuation
2026-07-read-path-02	server-distsql-streaming-resultset
2026-07-read-path-02	executor-lead-lag-live-window-runtime
2026-07-runtime-closure-03	executor-window-ranking-live-runtime
2026-07-runtime-closure-03	executor-variance-live-aggregate-runtime
2026-07-runtime-closure-03	executor-bit-live-aggregate-runtime
2026-07-runtime-closure-03	executor-first-row-live-aggregate-runtime
2026-07-runtime-closure-03	distsql-copr-cache-live-runtime
2026-07-runtime-closure-03	txnkv-driver-error-complete-conversion
2026-07-runtime-closure-04	distsql-request-builder-complete-envelope
2026-07-runtime-closure-04	protocol-compressed-packetio-runtime
2026-07-runtime-closure-04	stats-cmsketch-estimator-live-family
2026-07-runtime-closure-04	executor-group-concat-live-runtime
2026-07-runtime-closure-04	stats-priority-heap-live-analysis-job
2026-07-runtime-closure-04	parser-arena-complete-runtime
2026-07-runtime-closure-05	planner-cardinality-live-index-choice
2026-07-runtime-closure-05	txnkv-mutable-transaction-runtime
2026-07-runtime-closure-05	executor-window-complete-live-runtime
2026-07-runtime-closure-05	distsql-injected-query-runtime
2026-07-runtime-closure-05	stats-auto-analyze-complete-runtime
2026-07-runtime-closure-05	server-compressed-command-io-runtime
2026-07-runtime-closure-06	distsql-query-response-runtime
2026-07-runtime-closure-06	session-warning-status-publication
2026-07-runtime-closure-06	distsql-cop-read-task-runtime
2026-07-read-path-07	planner-executor-tikv-scan-dag-lowering
2026-07-read-path-07	executor-table-index-reader-runtime
2026-07-read-path-07	distsql-tikv-unary-rpc-contract
2026-07-read-path-08	planner-tikv-table-read-task-runtime
2026-07-read-path-08	distsql-direct-unary-client-runtime
2026-07-read-path-09	distsql-direct-unary-client-runtime
2026-07-read-path-09	txnkv-single-region-route-runtime
