# Consolidate disconnected planner and executor condition leaves into the automatic COM_QUERY join consumer.
# old_owner new_owner source_path test_path test_line test_name retired_artifacts new_artifacts note
executor-typed-condition-handoff-wave	planner-executor-typed-join-runtime	pkg/executor/join/inner_join_probe.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/executor-typed-condition-handoff-wave.tsv	rust/crates/tidb-exec/src/typed_condition_eval.rs,rust/crates/tidb-exec/src/select.rs,rust/difftests/corpus/coverage/evidence/source/planner-executor-typed-join-runtime.tsv	The metadata-only handoff is now consumed by live INNER join row filtering.
planner-executor-join-predicate-wave	planner-executor-typed-join-runtime	pkg/executor/join/joiner.go	-	-	-	rust/crates/tidb-exec/src/join_predicate.rs,rust/difftests/corpus/coverage/evidence/source/planner-executor-join-predicate-wave.tsv	rust/crates/tidb-exec/src/typed_condition_eval.rs,rust/crates/tidb-exec/src/select.rs,rust/difftests/corpus/coverage/evidence/source/planner-executor-typed-join-runtime.tsv	The direct-equality implementation and its obsolete module are retired; all ON and USING conditions now flow through the typed condition authority.
executor-tristate-condition-eval-wave	planner-executor-typed-join-runtime	pkg/executor/join/outer_join_probe.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/executor-tristate-condition-eval-wave.tsv	rust/crates/tidb-exec/src/typed_condition_eval.rs,rust/crates/tidb-exec/src/select.rs,rust/difftests/corpus/coverage/evidence/source/planner-executor-typed-join-runtime.tsv	Tri-state evaluation now drives live LEFT join match and null-extension decisions.
executor-batch-tristate-filter-wave	planner-executor-typed-join-runtime	pkg/expression/chunk_executor.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/executor-batch-tristate-filter-wave.tsv	rust/crates/tidb-exec/src/typed_condition_eval.rs,rust/difftests/corpus/coverage/evidence/source/planner-executor-typed-join-runtime.tsv	Batch masks and scalar evaluation now share the condition authority consumed by joins.
planner-join-condition-wave	planner-executor-typed-join-runtime	pkg/planner/core/expression_rewriter.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/planner-join-condition-wave.tsv	rust/crates/tidb-planner/src/join_condition.rs,rust/crates/tidb-exec/src/select.rs,rust/difftests/corpus/coverage/evidence/source/planner-executor-typed-join-runtime.tsv	FullSchema binding now reaches execution rather than ending at metadata.
planner-condition-binding-wave	planner-executor-typed-join-runtime	pkg/planner/core/index_join_path.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/planner-condition-binding-wave.tsv	rust/crates/tidb-planner/src/condition_binding.rs,rust/crates/tidb-exec/src/typed_condition_eval.rs,rust/difftests/corpus/coverage/evidence/source/planner-executor-typed-join-runtime.tsv	Residual bindings now feed the live typed request; physical index ranges remain partial.
planner-projection-join-wave	planner-executor-typed-join-runtime	pkg/planner/core/logical_plan_builder.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/planner-projection-join-wave.tsv	rust/crates/tidb-exec/src/result_schema_join_output.rs,rust/crates/tidb-exec/src/select.rs,rust/difftests/corpus/coverage/evidence/source/planner-executor-typed-join-runtime.tsv	Planner output metadata and executor row shape now share the automatic join path.
planner-executor-join-predicate-wave	planner-executor-typed-join-runtime	pkg/planner/core/operator/logicalop/logical_join.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/planner-executor-join-predicate-wave.tsv	rust/crates/tidb-planner/src/join_condition.rs,rust/crates/tidb-exec/src/typed_condition_eval.rs,rust/difftests/corpus/coverage/evidence/source/planner-executor-typed-join-runtime.tsv	Logical equality classification and residual evaluation now have one connected consumer.
executor-typed-condition-handoff-wave	planner-executor-typed-join-runtime	-	pkg/executor/join/inner_join_probe_test.go	632	TestInnerJoinProbeOtherCondition	rust/difftests/corpus/coverage/evidence/tests/executor-typed-condition-handoff-wave.tsv	rust/crates/tidb-exec/tests/typed_join_runtime_source.rs,rust/difftests/corpus/coverage/evidence/tests/planner-executor-typed-join-runtime.tsv	Metadata-only probe coverage moves to live INNER residual execution.
executor-tristate-condition-eval-wave	planner-executor-typed-join-runtime	-	pkg/executor/join/left_outer_join_probe_test.go	255	TestLeftOuterJoinProbeOtherCondition	rust/difftests/corpus/coverage/evidence/tests/executor-tristate-condition-eval-wave.tsv	rust/crates/tidb-exec/tests/typed_join_runtime_source.rs,rust/difftests/corpus/coverage/evidence/tests/planner-executor-typed-join-runtime.tsv	Tri-state LEFT coverage now includes real null-extended output rows.
planner-executor-join-predicate-wave	planner-executor-typed-join-runtime	-	pkg/executor/test/jointest/join_test.go	32	TestJoin2	rust/difftests/corpus/coverage/evidence/tests/planner-executor-join-predicate-wave.tsv	rust/crates/tidb-exec/tests/typed_join_runtime_source.rs,rust/difftests/corpus/coverage/evidence/tests/planner-executor-typed-join-runtime.tsv	Direct and residual joins move to one connected executor owner.
executor-batch-tristate-filter-wave	planner-executor-typed-join-runtime	-	pkg/expression/builtin_vectorized_test.go	878	TestVectorizedFilterConsiderNull	rust/difftests/corpus/coverage/evidence/tests/executor-batch-tristate-filter-wave.tsv	rust/crates/tidb-exec/tests/typed_condition_eval_source.rs,rust/difftests/corpus/coverage/evidence/tests/planner-executor-typed-join-runtime.tsv	Batch tri-state evidence remains partial and now shares the join runtime owner.
planner-join-condition-wave	planner-executor-typed-join-runtime	-	pkg/planner/core/casetest/join/join_test.go	96	TestJoinWithNullEQ	rust/difftests/corpus/coverage/evidence/tests/planner-join-condition-wave.tsv	rust/crates/tidb-exec/tests/typed_join_runtime_source.rs,rust/difftests/corpus/coverage/evidence/tests/planner-executor-typed-join-runtime.tsv	Null-safe equality now executes through its planner-bound semantics.
planner-condition-binding-wave	planner-executor-typed-join-runtime	-	pkg/planner/core/exhaust_physical_plans_test.go	227	TestIndexJoinAnalyzeLookUpFilters	rust/difftests/corpus/coverage/evidence/tests/planner-condition-binding-wave.tsv	rust/difftests/planner-tests/tests/condition_binding.rs,rust/difftests/corpus/coverage/evidence/tests/planner-executor-typed-join-runtime.tsv	Lookup-filter binding moves while physical range analysis remains partial.
