# Atomically consolidate the split MySQL/TiDB catalog and terror identity evidence into one canonical tidb-error authority.
# old_owner	new_owner	source_path	test_path	test_line	test_name	retired_artifacts	new_artifacts	note
mysql-error-catalog	error-catalog-and-terror-identity	pkg/parser/mysql/errcode.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/mysql-error-catalog.tsv	rust/crates/tidb-error/src/mysql/errcode.rs,rust/difftests/corpus/coverage/evidence/source/error-catalog-and-terror-identity.tsv	The complete MySQL numeric catalog moves unchanged into the canonical authority.
mysql-error-catalog	error-catalog-and-terror-identity	pkg/parser/mysql/errname.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/mysql-error-catalog.tsv	rust/crates/tidb-error/src/mysql/errname.rs,rust/difftests/corpus/coverage/evidence/source/error-catalog-and-terror-identity.tsv	The complete MySQL message catalog moves unchanged into the canonical authority.
mysql-error-catalog	error-catalog-and-terror-identity	pkg/parser/mysql/state.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/mysql-error-catalog.tsv	rust/crates/tidb-error/src/mysql/state.rs,rust/difftests/corpus/coverage/evidence/source/error-catalog-and-terror-identity.tsv	The complete SQLSTATE catalog moves unchanged into the canonical authority.
mysql-error-catalog	error-catalog-and-terror-identity	pkg/parser/mysql/error.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/mysql-error-catalog.tsv	rust/crates/tidb-error/src/mysql/error.rs,rust/difftests/corpus/coverage/evidence/source/error-catalog-and-terror-identity.tsv	SQLError coverage and its explicit NewErrf boundary move unchanged into the canonical authority.
mysql-error-catalog	error-catalog-and-terror-identity	pkg/errno/errcode.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/mysql-error-catalog.tsv	rust/crates/tidb-error/src/tidb/errcode.rs,rust/difftests/corpus/coverage/evidence/source/error-catalog-and-terror-identity.tsv	The complete TiDB numeric catalog moves unchanged into the canonical authority.
mysql-error-catalog	error-catalog-and-terror-identity	pkg/errno/errname.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/mysql-error-catalog.tsv	rust/crates/tidb-error/src/tidb/errname.rs,rust/difftests/corpus/coverage/evidence/source/error-catalog-and-terror-identity.tsv	The complete TiDB message catalog moves unchanged into the canonical authority.
shared-terror-error-identity	error-catalog-and-terror-identity	pkg/parser/terror/terror.go	-	-	-	rust/difftests/corpus/coverage/evidence/source/shared-terror-error-identity.tsv	rust/crates/tidb-error/src/terror.rs,rust/difftests/corpus/coverage/evidence/source/error-catalog-and-terror-identity.tsv	Fixed terror class/code/RFC identity moves unchanged; runtime registration, logging, JSON, and stack gaps remain explicit.
mysql-error-catalog	error-catalog-and-terror-identity	-	pkg/parser/mysql/error_test.go	22	TestSQLError	rust/difftests/corpus/coverage/evidence/tests/mysql-error-catalog.tsv	rust/crates/tidb-error/tests/error_catalog_source.rs,rust/difftests/corpus/coverage/evidence/tests/error-catalog-and-terror-identity.tsv	The four constructor cases remain covered by the same source-shaped target.
mysql-error-catalog	error-catalog-and-terror-identity	-	pkg/parser/mysql/error_test.go	0	error_test.go	rust/difftests/corpus/coverage/evidence/tests/mysql-error-catalog.tsv	rust/crates/tidb-error/tests/error_catalog_source.rs,rust/difftests/corpus/coverage/evidence/tests/error-catalog-and-terror-identity.tsv	The MySQL error test-file obligation moves unchanged.
mysql-error-catalog	error-catalog-and-terror-identity	-	pkg/errno/errname_test.go	29	TestAllErrCodeHasMsg	rust/difftests/corpus/coverage/evidence/tests/mysql-error-catalog.tsv	rust/crates/tidb-error/tests/error_catalog_source.rs,rust/difftests/corpus/coverage/evidence/tests/error-catalog-and-terror-identity.tsv	Every named TiDB Err constant remains checked against a message.
mysql-error-catalog	error-catalog-and-terror-identity	-	pkg/errno/errname_test.go	49	TestReservedErrCodeRange	rust/difftests/corpus/coverage/evidence/tests/mysql-error-catalog.tsv	rust/crates/tidb-error/tests/error_catalog_source.rs,rust/difftests/corpus/coverage/evidence/tests/error-catalog-and-terror-identity.tsv	The reserved TiDB code interval remains exact.
mysql-error-catalog	error-catalog-and-terror-identity	-	pkg/errno/errname_test.go	0	errname_test.go	rust/difftests/corpus/coverage/evidence/tests/mysql-error-catalog.tsv	rust/crates/tidb-error/tests/error_catalog_source.rs,rust/difftests/corpus/coverage/evidence/tests/error-catalog-and-terror-identity.tsv	The errno test-file obligation moves unchanged.
