4,"","7480000000000000FF0500000000000000F8"
6,"7480000000000000FF0500000000000000F8","7480000000000000FF0700000000000000F8"
8,"7480000000000000FF0700000000000000F8","7480000000000000FF0900000000000000F8"
10,"7480000000000000FF0900000000000000F8","7480000000000000FF0B00000000000000F8"
12,"7480000000000000FF0B00000000000000F8","7480000000000000FF0D00000000000000F8"
14,"7480000000000000FF0D00000000000000F8","7480000000000000FF0F00000000000000F8"
16,"7480000000000000FF0F00000000000000F8","7480000000000000FF1100000000000000F8"
18,"7480000000000000FF1100000000000000F8","7480000000000000FF1300000000000000F8"
20,"7480000000000000FF1300000000000000F8","7480000000000000FF1500000000000000F8"
22,"7480000000000000FF1500000000000000F8","7480000000000000FF1700000000000000F8"
24,"7480000000000000FF1700000000000000F8","7480000000000000FF1900000000000000F8"
26,"7480000000000000FF1900000000000000F8","7480000000000000FF1B00000000000000F8"
28,"7480000000000000FF1B00000000000000F8","7480000000000000FF1D00000000000000F8"
30,"7480000000000000FF1D00000000000000F8","7480000000000000FF1F00000000000000F8"
32,"7480000000000000FF1F00000000000000F8","7480000000000000FF2100000000000000F8"
34,"7480000000000000FF2100000000000000F8","7480000000000000FF2300000000000000F8"
36,"7480000000000000FF2300000000000000F8","7480000000000000FF2500000000000000F8"
38,"7480000000000000FF2500000000000000F8","7480000000000000FF2700000000000000F8"
40,"7480000000000000FF2700000000000000F8","7480000000000000FF2900000000000000F8"
42,"7480000000000000FF2900000000000000F8","7480000000000000FF295F728000000000FF0EA6010000000000FA"
44,"7480000000000000FF295F728000000000FF0EA6010000000000FA","7480000000000000FF295F728000000000FF1D4C010000000000FA"
46,"7480000000000000FF295F728000000000FF1D4C010000000000FA","7480000000000000FF295F728000000000FF2BF2010000000000FA"
48,"7480000000000000FF295F728000000000FF2BF2010000000000FA","7480000000000000FF295F728000000000FF3A98010000000000FA"
50,"7480000000000000FF295F728000000000FF3A98010000000000FA","7480000000000000FF295F728000000000FF493E010000000000FA"
52,"7480000000000000FF295F728000000000FF493E010000000000FA","7480000000000000FF295F728000000000FF57E4010000000000FA"
54,"7480000000000000FF295F728000000000FF57E4010000000000FA","7480000000000000FF295F728000000000FF668A010000000000FA"
1001,"7480000000000000FF295F728000000000FF668A010000000000FA","7480000000000000FF2F00000000000000F8"
1003,"7480000000000000FF2F00000000000000F8","7480000000000000FF3300000000000000F8"
1005,"7480000000000000FF3300000000000000F8","7480000000000000FF3500000000000000F8"
1007,"7480000000000000FF3500000000000000F8","7480000000000000FF3C00000000000000F8"
1009,"7480000000000000FF3C00000000000000F8","7480000000000000FF4500000000000000F8"
1011,"7480000000000000FF4500000000000000F8","7480000000000000FF4700000000000000F8"
