# pkg-session-upgrade-def-file-lockdown-inventory-v1
obligation_id	category	source_path	ast_anchor	node_sha256	owner	status	rust_symbol	evidence	reason	mutation_policy
O50dda868127f2397	test	pkg/session/bootstrap_test.go	TestBindInfoUniqueIndex	30d57c9490ec3172d09125ebb843caa0af4ee11e92b9993ab11fdd217e16f193	TestBindInfoUniqueIndex	DECLINED	-	go-ast-quote:pkg/session/bootstrap_test.go#TestBindInfoUniqueIndex@sha256:30d57c9490ec3172d09125ebb843caa0af4ee11e92b9993ab11fdd217e16f193;measured-gap:Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	promotion-mutation-required-before-PORTED
O79edae19b45d172d	test_assertion	pkg/session/bootstrap_test.go	TestBindInfoUniqueIndex/assertion:1:NoError	a36c214859b91600a55e0201db3b4d738bde20246dabf638e831b382abd9d1fa	TestBindInfoUniqueIndex	DECLINED	-	go-ast-quote:pkg/session/bootstrap_test.go#TestBindInfoUniqueIndex/assertion:1:NoError@sha256:a36c214859b91600a55e0201db3b4d738bde20246dabf638e831b382abd9d1fa;measured-gap:Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	promotion-mutation-required-before-PORTED
Ocbd11f78be786777	test_assertion	pkg/session/bootstrap_test.go	TestBindInfoUniqueIndex/assertion:2:NoError	2533591873206020de2e212d9cc9309533eab53115af1664f24a3c685463018c	TestBindInfoUniqueIndex	DECLINED	-	go-ast-quote:pkg/session/bootstrap_test.go#TestBindInfoUniqueIndex/assertion:2:NoError@sha256:2533591873206020de2e212d9cc9309533eab53115af1664f24a3c685463018c;measured-gap:Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	promotion-mutation-required-before-PORTED
O80badd73bbb256b5	test_assertion	pkg/session/bootstrap_test.go	TestBindInfoUniqueIndex/assertion:3:NoError	2533591873206020de2e212d9cc9309533eab53115af1664f24a3c685463018c	TestBindInfoUniqueIndex	DECLINED	-	go-ast-quote:pkg/session/bootstrap_test.go#TestBindInfoUniqueIndex/assertion:3:NoError@sha256:2533591873206020de2e212d9cc9309533eab53115af1664f24a3c685463018c;measured-gap:Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	promotion-mutation-required-before-PORTED
Ofd1e129910ace1fa	test_assertion	pkg/session/bootstrap_test.go	TestBindInfoUniqueIndex/assertion:4:NoError	2533591873206020de2e212d9cc9309533eab53115af1664f24a3c685463018c	TestBindInfoUniqueIndex	DECLINED	-	go-ast-quote:pkg/session/bootstrap_test.go#TestBindInfoUniqueIndex/assertion:4:NoError@sha256:2533591873206020de2e212d9cc9309533eab53115af1664f24a3c685463018c;measured-gap:Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	promotion-mutation-required-before-PORTED
Oee970d0861e78690	test_assertion	pkg/session/bootstrap_test.go	TestBindInfoUniqueIndex/assertion:5:NoError	2533591873206020de2e212d9cc9309533eab53115af1664f24a3c685463018c	TestBindInfoUniqueIndex	DECLINED	-	go-ast-quote:pkg/session/bootstrap_test.go#TestBindInfoUniqueIndex/assertion:5:NoError@sha256:2533591873206020de2e212d9cc9309533eab53115af1664f24a3c685463018c;measured-gap:Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	promotion-mutation-required-before-PORTED
Oad1945d28102d29c	test_assertion	pkg/session/bootstrap_test.go	TestBindInfoUniqueIndex/assertion:6:NoError	2533591873206020de2e212d9cc9309533eab53115af1664f24a3c685463018c	TestBindInfoUniqueIndex	DECLINED	-	go-ast-quote:pkg/session/bootstrap_test.go#TestBindInfoUniqueIndex/assertion:6:NoError@sha256:2533591873206020de2e212d9cc9309533eab53115af1664f24a3c685463018c;measured-gap:Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	promotion-mutation-required-before-PORTED
O605b72d313a25e97	test_assertion	pkg/session/bootstrap_test.go	TestBindInfoUniqueIndex/assertion:7:Equal	13fa82f18f2bc48058bbbb7c60fb1ca98a9d7df7159240daa07710a5bfecee30	TestBindInfoUniqueIndex	DECLINED	-	go-ast-quote:pkg/session/bootstrap_test.go#TestBindInfoUniqueIndex/assertion:7:Equal@sha256:13fa82f18f2bc48058bbbb7c60fb1ca98a9d7df7159240daa07710a5bfecee30;measured-gap:Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	promotion-mutation-required-before-PORTED
O77e3c68ee5e644e1	test_helper_closure	pkg/session/bootstrap_test.go	TestBindInfoUniqueIndex/closure:1	68c515f82c8ec56c30833d428bae4214f78a7ada86af7f110938c9a0a6e42f91	TestBindInfoUniqueIndex	DECLINED	-	go-ast-quote:pkg/session/bootstrap_test.go#TestBindInfoUniqueIndex/closure:1@sha256:68c515f82c8ec56c30833d428bae4214f78a7ada86af7f110938c9a0a6e42f91;measured-gap:Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	promotion-mutation-required-before-PORTED
O16b2ae300c0756d9	test_row	pkg/session/bootstrap_test.go	TestBindInfoUniqueIndex/composite:1/element:0	8f5311c6595bd3d1b0e128dd0fb6752af0fb66e84f35fa8422ae458b72541e03	TestBindInfoUniqueIndex	DECLINED	-	go-ast-quote:pkg/session/bootstrap_test.go#TestBindInfoUniqueIndex/composite:1/element:0@sha256:8f5311c6595bd3d1b0e128dd0fb6752af0fb66e84f35fa8422ae458b72541e03;measured-gap:Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	Go direct upgrade support owner TestBindInfoUniqueIndex requires mock storage, BootstrapSession, DDL, system-table SQL, bindings, or cluster state absent from the native registry module	promotion-mutation-required-before-PORTED
